post_id,thread_id,username,timestamp,category,label,title,content,replies,upvotes
181,1063,kryozero,2025-04-29 09:13:01,marketplace_general,malicious,Vendor bond question,"New here, been vending elsewhere for a year, moving over with existing vouches.",20,8
182,1036,hex88,2025-04-30 12:30:51,benign_general,benign,"How to spot a scammer, general tips","Curious what people are using these days for their VPN, looking for recommendations. Will update thread as stock changes.",1,45
183,1106,shadowroot108,2025-04-30 16:16:11,weapons,malicious,Shipping question - customs risk,"Open to trading, have surplus accessories, looking for specific ammo type.",26,5
184,1078,staticzero,2025-05-03 01:26:30,marketplace_general,malicious,Feedback for recent purchase,"Market's been down for hours, anyone else seeing the same outage?",14,33
185,1189,obscuracore489,2025-05-03 22:09:32,extremism,malicious,Manifesto discussion,"Coordinating a private meetup, details shared only with verified members. Will update thread as stock changes.",0,50
186,1013,phantomnight661,2025-05-04 05:21:54,fraud_carding,malicious,"Chargeback question, need advice","Had a chargeback hit my account, anyone know how sellers usually handle it?",29,35
187,1147,wraithzero,2025-05-04 09:03:04,marketplace_general,malicious,"Escrow dispute, need mediator","Market's been down for hours, anyone else seeing the same outage?",10,18
188,1047,shadow99,2025-05-05 07:52:41,hacking_malware,malicious,Selling access to compromised servers,"Builder tool for sale, private support included, no source code shared publicly.",13,12
189,1089,byte99,2025-05-05 14:18:39,marketplace_general,malicious,Market downtime - status update,"Left feedback for my last order, decent turnaround, packaging was solid.",9,23
190,1072,hexnight,2025-05-05 20:27:23,benign_general,benign,Weekly check-in thread,"Pinned thread on general operational security basics, please read before posting.",30,26
191,1070,nullzero157,2025-05-07 10:18:23,fraud_carding,malicious,Looking for cashout method,"Custom kit for sale, private deal only, proof available on request to serious buyers.",10,15
192,1132,obscurazero,2025-05-11 06:10:51,extremism,malicious,Manifesto discussion,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",11,57
193,1191,byteprime,2025-05-13 05:13:28,weapons,malicious,"Parts available, discreet shipping","Looking for a new supplier after my last contact went dark, vouches required. Only dealing with verified members.",31,42
194,1125,hexdark872,2025-05-15 21:12:21,extremism,malicious,Recruitment thread - new members,"Sharing material for the cause, redistribute within trusted circles only.",25,36
195,1118,shadowv2957,2025-05-17 00:29:31,drugs,malicious,"Reliable vendor, EU/US shipping","Payment through escrow only, will not deal outside the platform's system.",8,44
196,1202,null_,2025-05-17 21:27:44,benign_general,benign,Market etiquette for new users,"New here, what's considered normal etiquette before messaging a vendor directly?",9,-2
197,1140,rivendark,2025-05-19 13:34:35,marketplace_general,malicious,Vendor bond question,"Having a dispute over an order, mediator requested, ticket number in my profile.",4,6
198,1198,wraith99,2025-05-20 08:00:38,hacking_malware,malicious,Zero-day rumor thread,"Renting out infrastructure by the hour or day, contact for current availability. No middlemen, direct contact only.",22,-2
199,1113,obscuradark,2025-05-21 23:39:24,benign_general,benign,Weekly check-in thread,"Struggling to get my PGP key set up correctly, any beginner-friendly guides?",18,38
200,1191,hex,2025-05-22 03:20:54,benign_general,benign,Which VPN do you use?,"Struggling to get my PGP key set up correctly, any beginner-friendly guides?",10,0
201,1192,kryozero357,2025-05-22 14:51:46,extremism,malicious,Meetup coordination - private channel,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",29,30
202,1212,glitchzero,2025-05-22 19:23:31,fraud_carding,malicious,"Chargeback question, need advice","Bulk verified account logs for sale, discount for buyers taking 10+. Only dealing with verified members.",0,9
203,1212,kryo99,2025-05-27 22:15:25,hacking_malware,malicious,"RDP access, various countries","Heard rumors of an unpatched issue in a popular product, anyone have more info?",21,56
204,1208,rivendark,2025-05-28 09:22:19,marketplace_general,malicious,Feedback for recent purchase,"New here, been vending elsewhere for a year, moving over with existing vouches. Only dealing with verified members.",5,1
205,1075,ghost_731,2025-05-29 21:20:34,fraud_carding,malicious,"New phishing kit, private sale","Custom kit for sale, private deal only, proof available on request to serious buyers.",30,53
206,1049,byte99,2025-05-29 21:51:47,weapons,malicious,"Trade offer, ammo for parts","Have a small batch of parts available this month, discreet packaging as always.",10,4
207,1211,drift77,2025-05-30 11:21:10,weapons,malicious,"Parts available, discreet shipping","Looking for a new supplier after my last contact went dark, vouches required.",22,22
208,1104,byteroot,2025-05-31 04:56:58,hacking_malware,malicious,Selling access to compromised servers,"Selling RDP access across multiple regions, uptime guaranteed for the listed period.",27,12
209,1212,nomad,2025-05-31 11:54:39,benign_general,benign,OPSEC basics megathread,"New here, what's considered normal etiquette before messaging a vendor directly?",29,47
210,1198,phantom_,2025-06-01 07:38:35,benign_general,benign,Which VPN do you use?,"Struggling to get my PGP key set up correctly, any beginner-friendly guides?",5,55
211,1179,glitchdark,2025-06-04 06:26:15,hacking_malware,malicious,Custom malware builder for sale,"Selling RDP access across multiple regions, uptime guaranteed for the listed period.",7,60
212,1018,null13445,2025-06-08 17:05:20,hacking_malware,malicious,Custom malware builder for sale,"Renting out infrastructure by the hour or day, contact for current availability.",20,50
213,1068,bytenight,2025-06-10 01:29:27,marketplace_general,malicious,Vendor bond question,"New here, been vending elsewhere for a year, moving over with existing vouches.",45,3
214,1030,cipherroot,2025-06-10 11:28:42,fraud_carding,malicious,"New phishing kit, private sale","Need a reliable cashout method for a specific region, willing to split profit.",26,37
215,1054,phantom,2025-06-11 22:08:46,marketplace_general,malicious,Market downtime - status update,"Having a dispute over an order, mediator requested, ticket number in my profile.",19,45
216,1016,ravennight106,2025-06-14 22:03:42,hacking_malware,malicious,"Looking for a coder, paid work","Have access to a number of compromised boxes, selling per-host, DM with your use case.",35,47
217,1163,specterzero,2025-06-18 08:12:48,extremism,malicious,Recruitment thread - new members,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",4,35
218,1082,staticnight,2025-06-19 11:33:03,hacking_malware,malicious,"Looking for a coder, paid work","Hiring a coder for a private project, paid in crypto, message with portfolio.",44,25
219,1101,shadowdark456,2025-06-19 18:21:45,benign_general,benign,Market etiquette for new users,"Weekly thread to check in, how's everyone's week been on here?",17,8
220,1222,onyx9x947,2025-06-20 01:16:01,fraud_carding,malicious,"Chargeback question, need advice","Daily updated list, DM for pricing tiers and sample checker output.",26,14
221,1068,kryocore,2025-06-20 23:43:00,hacking_malware,malicious,"Looking for a coder, paid work","Builder tool for sale, private support included, no source code shared publicly.",32,23
222,1108,nomad_,2025-06-24 07:53:25,weapons,malicious,"Parts available, discreet shipping","Looking for a new supplier after my last contact went dark, vouches required. Only dealing with verified members.",20,20
223,1151,kryox,2025-06-24 22:46:26,marketplace_general,malicious,"Escrow dispute, need mediator","Having a dispute over an order, mediator requested, ticket number in my profile.",45,-1
224,1192,staticzero,2025-06-25 08:29:27,extremism,malicious,Funding drive announcement,"Discussion thread on the recent manifesto circulating, thoughts welcome from members. First come first served.",29,-5
225,1040,nomadx466,2025-06-26 11:56:55,benign_general,benign,Site rules reminder,"Curious what people are using these days for their VPN, looking for recommendations.",43,28
226,1120,static_,2025-06-29 01:09:46,fraud_carding,malicious,Looking for cashout method,"Bulk verified account logs for sale, discount for buyers taking 10+.",8,29
227,1045,null88757,2025-06-29 15:39:18,fraud_carding,malicious,"Chargeback question, need advice","Need a reliable cashout method for a specific region, willing to split profit. Only dealing with verified members.",8,2
228,1006,vortex_,2025-06-30 15:16:24,extremism,malicious,Recruitment thread - new members,"Coordinating a private meetup, details shared only with verified members.",10,-5
229,1057,onyxx,2025-07-01 09:53:34,hacking_malware,malicious,Selling access to compromised servers,"Selling RDP access across multiple regions, uptime guaranteed for the listed period. Will update thread as stock changes.",14,-2
230,1165,glitch9x789,2025-07-01 10:44:19,benign_general,benign,Which VPN do you use?,"Weekly thread to check in, how's everyone's week been on here? Prices negotiable for bulk.",32,60
231,1100,wraithzero,2025-07-01 19:28:50,hacking_malware,malicious,Selling access to compromised servers,"Heard rumors of an unpatched issue in a popular product, anyone have more info? No middlemen, direct contact only.",27,18
232,1179,staticx,2025-07-07 10:33:37,weapons,malicious,Shipping question - customs risk,"Open to trading, have surplus accessories, looking for specific ammo type.",40,23
233,1222,byte88,2025-07-07 12:43:47,hacking_malware,malicious,Selling access to compromised servers,"Builder tool for sale, private support included, no source code shared publicly.",25,43
234,1121,ghostroot373,2025-07-07 16:16:08,extremism,malicious,Recruitment thread - new members,"Looking to expand our private channel, message if you share the cause and want in.",9,17
235,1073,null77298,2025-07-08 14:05:09,hacking_malware,malicious,Custom malware builder for sale,"Selling RDP access across multiple regions, uptime guaranteed for the listed period. No middlemen, direct contact only.",39,48
236,1075,nomaddark76,2025-07-10 07:04:41,hacking_malware,malicious,Selling access to compromised servers,"Selling RDP access across multiple regions, uptime guaranteed for the listed period. Will update thread as stock changes.",32,52
237,1054,nomadnight,2025-07-10 11:05:35,drugs,malicious,"New product line, samples ready","Discount for bulk repeat buyers, ask for the loyalty menu.",18,27
238,1066,kryoroot531,2025-07-10 18:58:54,weapons,malicious,Accessory bundle for sale,"Bundle deal this week, message for the full list and current prices. Only dealing with verified members.",35,10
239,1054,wraith290,2025-07-11 02:58:56,weapons,malicious,Shipping question - customs risk,"Open to trading, have surplus accessories, looking for specific ammo type.",26,38
240,1169,phantomv2,2025-07-15 01:42:49,fraud_carding,malicious,"Fresh dumps available, high balance","Custom kit for sale, private deal only, proof available on request to serious buyers. Will update thread as stock changes.",14,32
241,1187,rivennight,2025-07-17 08:50:08,fraud_carding,malicious,"Selling verified accounts, bulk discount","Bulk verified account logs for sale, discount for buyers taking 10+.",17,51
242,1176,staticnight,2025-07-18 22:05:47,hacking_malware,malicious,"Looking for a coder, paid work","Renting out infrastructure by the hour or day, contact for current availability.",13,47
243,1155,nullprime,2025-07-21 02:13:08,extremism,malicious,Meetup coordination - private channel,"Looking to expand our private channel, message if you share the cause and want in.",29,29
244,1182,wraithv2875,2025-07-21 08:36:05,extremism,malicious,Meetup coordination - private channel,"Coordinating a private meetup, details shared only with verified members. No middlemen, direct contact only.",17,52
245,1218,hexzero473,2025-07-21 12:46:29,weapons,malicious,"Parts available, discreet shipping","Bundle deal this week, message for the full list and current prices.",37,47
246,1030,hex88,2025-07-22 20:19:00,benign_general,benign,Off-topic: what are you reading lately,"Off-topic but what has everyone been reading or watching lately, need suggestions.",17,59
247,1143,hex88519,2025-07-23 12:39:29,benign_general,benign,Site rules reminder,"Pinned thread on general operational security basics, please read before posting.",8,-2
248,1186,riven13,2025-07-24 14:31:28,fraud_carding,malicious,CVV service - daily updates,"Had a chargeback hit my account, anyone know how sellers usually handle it?",4,5
249,1220,kryodark,2025-07-25 09:33:25,extremism,malicious,Propaganda material share,"Coordinating a private meetup, details shared only with verified members.",4,8
250,1069,obscurazero,2025-07-29 06:47:24,drugs,malicious,Fresh batch available - restock,"Looking for a mid-size supplier for my region, must have prior positive feedback.",26,4
251,1228,cipher77,2025-07-29 15:14:48,marketplace_general,malicious,"Escrow dispute, need mediator","Left feedback for my last order, decent turnaround, packaging was solid.",6,8
252,1117,phantom,2025-07-29 23:50:34,drugs,malicious,"Escrow release delayed, advice?","Discount for bulk repeat buyers, ask for the loyalty menu. Prices negotiable for bulk.",39,51
253,1016,kryo,2025-07-30 10:44:20,marketplace_general,malicious,"Escrow dispute, need mediator","Having a dispute over an order, mediator requested, ticket number in my profile.",1,17
254,1039,hexv2766,2025-08-01 22:33:11,weapons,malicious,"Parts available, discreet shipping","Open to trading, have surplus accessories, looking for specific ammo type.",11,20
255,1072,kryoroot,2025-08-02 00:45:54,marketplace_general,malicious,Vendor bond question,"Left feedback for my last order, decent turnaround, packaging was solid.",30,54
256,1084,rivenv2,2025-08-02 04:56:17,fraud_carding,malicious,CVV service - daily updates,"Daily updated list, DM for pricing tiers and sample checker output.",44,55
257,1109,phantomzero398,2025-08-04 01:33:22,hacking_malware,malicious,Selling access to compromised servers,"Builder tool for sale, private support included, no source code shared publicly.",38,12
258,1223,fenrirzero,2025-08-08 15:16:16,weapons,malicious,Shipping question - customs risk,"Open to trading, have surplus accessories, looking for specific ammo type.",35,52
259,1021,nullcore,2025-08-09 10:18:49,fraud_carding,malicious,CVV service - daily updates,"Had a chargeback hit my account, anyone know how sellers usually handle it?",14,17
260,1112,fenrirzero224,2025-08-09 10:28:19,extremism,malicious,Meetup coordination - private channel,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",6,26
261,1176,specterx,2025-08-09 16:42:41,weapons,malicious,Shipping question - customs risk,"Bundle deal this week, message for the full list and current prices.",8,27
262,1108,bytezero,2025-08-10 09:06:55,fraud_carding,malicious,"Chargeback question, need advice","Daily updated list, DM for pricing tiers and sample checker output.",29,24
263,1044,nullv2,2025-08-10 16:28:18,fraud_carding,malicious,Looking for cashout method,"Bulk verified account logs for sale, discount for buyers taking 10+.",20,27
264,1209,ciphercore,2025-08-11 02:54:28,drugs,malicious,Looking for trusted supplier in region,"Looking for a mid-size supplier for my region, must have prior positive feedback.",35,3
265,1081,onyx9x,2025-08-11 09:58:50,benign_general,benign,PGP setup help,"New here, what's considered normal etiquette before messaging a vendor directly?",32,36
266,1024,ciphernight,2025-08-12 02:56:07,extremism,malicious,Recruitment thread - new members,"Sharing material for the cause, redistribute within trusted circles only.",8,54
267,1117,onyxv2,2025-08-12 17:24:01,drugs,malicious,Fresh batch available - restock,"Shipping worldwide, stealth methods discussed in private, vouches available on request.",20,12
268,1183,ravenzero,2025-08-14 22:09:20,fraud_carding,malicious,"New phishing kit, private sale","Had a chargeback hit my account, anyone know how sellers usually handle it? Only dealing with verified members.",24,20
269,1025,obscurax,2025-08-15 22:28:33,drugs,malicious,"Escrow release delayed, advice?","Discount for bulk repeat buyers, ask for the loyalty menu.",23,53
270,1049,wraithx,2025-08-18 09:54:42,weapons,malicious,"Parts available, discreet shipping","Bundle deal this week, message for the full list and current prices. Will update thread as stock changes.",6,26
271,1057,glitch_851,2025-08-19 00:05:37,extremism,malicious,Recruitment thread - new members,"Coordinating a private meetup, details shared only with verified members. First come first served.",5,23
272,1022,ravendark,2025-08-20 20:50:01,fraud_carding,malicious,"Chargeback question, need advice","Bulk verified account logs for sale, discount for buyers taking 10+.",4,31
273,1198,riven_,2025-08-21 07:50:51,fraud_carding,malicious,"Selling verified accounts, bulk discount","Custom kit for sale, private deal only, proof available on request to serious buyers.",2,24
274,1028,obscuraroot,2025-08-21 07:56:51,fraud_carding,malicious,"Chargeback question, need advice","Need a reliable cashout method for a specific region, willing to split profit. Only dealing with verified members.",21,18
275,1077,vortex77,2025-08-21 18:34:08,marketplace_general,malicious,"Escrow dispute, need mediator","New here, been vending elsewhere for a year, moving over with existing vouches.",20,48
276,1143,cipher99,2025-08-22 07:12:30,weapons,malicious,Accessory bundle for sale,"Bundle deal this week, message for the full list and current prices.",13,47
277,1064,kryo88,2025-08-24 00:03:58,marketplace_general,malicious,Feedback for recent purchase,"Left feedback for my last order, decent turnaround, packaging was solid.",22,52
278,1041,wraith99455,2025-08-24 14:44:44,benign_general,benign,"How to spot a scammer, general tips","Weekly thread to check in, how's everyone's week been on here?",15,41
279,1084,cipherzero,2025-08-26 05:00:00,benign_general,benign,PGP setup help,"Struggling to get my PGP key set up correctly, any beginner-friendly guides?",33,41
280,1168,byteroot,2025-08-29 05:39:50,marketplace_general,malicious,"Escrow dispute, need mediator","New here, been vending elsewhere for a year, moving over with existing vouches. Only dealing with verified members.",21,34
281,1165,driftprime,2025-08-29 14:36:21,extremism,malicious,Recruitment thread - new members,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",40,46
282,1003,onyxdark,2025-08-31 09:11:41,fraud_carding,malicious,"Selling verified accounts, bulk discount","Selling fresh cards, high balance guaranteed, replacements offered within 24h.",40,41
283,1205,shadow_,2025-08-31 14:14:09,extremism,malicious,Funding drive announcement,"Discussion thread on the recent manifesto circulating, thoughts welcome from members.",37,20
284,1209,nomad_,2025-09-01 21:07:35,fraud_carding,malicious,CVV service - daily updates,"Had a chargeback hit my account, anyone know how sellers usually handle it? Will update thread as stock changes.",37,41
285,1189,hexx653,2025-09-01 21:13:23,extremism,malicious,Meetup coordination - private channel,"Sharing material for the cause, redistribute within trusted circles only. Only dealing with verified members.",39,52
286,1204,byte9x,2025-09-03 14:16:11,drugs,malicious,"Reliable vendor, EU/US shipping","Payment through escrow only, will not deal outside the platform's system.",15,49
287,1002,ghost88,2025-09-05 01:18:52,weapons,malicious,"Parts available, discreet shipping","Bundle deal this week, message for the full list and current prices.",34,10
288,1168,byte492,2025-09-07 17:07:59,marketplace_general,malicious,Vendor bond question,"Left feedback for my last order, decent turnaround, packaging was solid.",28,40
289,1088,shadowdark,2025-09-07 20:01:56,extremism,malicious,Propaganda material share,"Starting a funding drive, crypto wallet shared in the pinned members-only post. First come first served.",43,49
290,1091,phantomcore,2025-09-07 20:25:43,extremism,malicious,Propaganda material share,"Discussion thread on the recent manifesto circulating, thoughts welcome from members.",3,47
291,1126,fenrirdark,2025-09-08 02:25:14,weapons,malicious,"Parts available, discreet shipping","Open to trading, have surplus accessories, looking for specific ammo type.",16,10
292,1025,nomadcore496,2025-09-09 06:53:21,weapons,malicious,"Looking for supplier, serious buyers only","Open to trading, have surplus accessories, looking for specific ammo type.",27,29
293,1092,hexprime,2025-09-10 08:33:09,marketplace_general,malicious,"Escrow dispute, need mediator","How much is the vendor bond on this market currently, and how long does it last?",34,40
294,1069,nomad13378,2025-09-11 06:05:25,fraud_carding,malicious,CVV service - daily updates,"Daily updated list, DM for pricing tiers and sample checker output.",35,11
295,1034,phantomx,2025-09-12 20:57:11,weapons,malicious,"Parts available, discreet shipping","Looking for a new supplier after my last contact went dark, vouches required.",16,38
296,1191,onyxx557,2025-09-13 09:11:07,benign_general,benign,OPSEC basics megathread,"Reminder from the mods: no doxxing, no personal info, follow the posted rules. First come first served.",11,19
297,1131,static77829,2025-09-14 13:50:54,hacking_malware,malicious,Custom malware builder for sale,"Have access to a number of compromised boxes, selling per-host, DM with your use case.",33,40
298,1079,driftv2735,2025-09-15 03:15:40,marketplace_general,malicious,Market downtime - status update,"Having a dispute over an order, mediator requested, ticket number in my profile.",6,12
299,1225,rivenx252,2025-09-15 04:08:59,marketplace_general,malicious,Market downtime - status update,"Left feedback for my last order, decent turnaround, packaging was solid.",40,4
300,1187,cipher900,2025-09-15 17:50:12,marketplace_general,malicious,Feedback for recent purchase,"New here, been vending elsewhere for a year, moving over with existing vouches. No middlemen, direct contact only.",35,1
301,1027,specterv2,2025-09-15 19:13:44,drugs,malicious,Fresh batch available - restock,"Looking for a mid-size supplier for my region, must have prior positive feedback. First come first served.",35,39
302,1144,kryo9x,2025-09-16 19:52:09,marketplace_general,malicious,New vendor introduction,"New here, been vending elsewhere for a year, moving over with existing vouches. No middlemen, direct contact only.",37,39
303,1027,raven88,2025-09-18 00:01:58,extremism,malicious,Manifesto discussion,"Looking to expand our private channel, message if you share the cause and want in. No middlemen, direct contact only.",41,57
304,1188,byte9x,2025-09-18 01:10:54,fraud_carding,malicious,"New phishing kit, private sale","Daily updated list, DM for pricing tiers and sample checker output. Prices negotiable for bulk.",29,29
305,1181,glitchcore434,2025-09-19 17:32:47,extremism,malicious,Meetup coordination - private channel,"Sharing material for the cause, redistribute within trusted circles only. Will update thread as stock changes.",34,-1
306,1043,shadow77,2025-09-20 05:53:02,extremism,malicious,Recruitment thread - new members,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",25,49
307,1076,ghost13,2025-09-21 09:13:43,benign_general,benign,OPSEC basics megathread,"General tips thread on spotting scam listings, share your own red flags. Will update thread as stock changes.",10,43
308,1057,static77657,2025-09-21 11:52:23,weapons,malicious,"Looking for supplier, serious buyers only","Looking for a new supplier after my last contact went dark, vouches required.",23,8
309,1176,nullx,2025-09-22 18:38:12,extremism,malicious,Funding drive announcement,"Looking to expand our private channel, message if you share the cause and want in.",42,11
310,1107,vortexzero,2025-09-23 07:24:26,marketplace_general,malicious,"Escrow dispute, need mediator","Left feedback for my last order, decent turnaround, packaging was solid.",22,55
311,1130,nomadcore,2025-09-24 16:05:40,benign_general,benign,OPSEC basics megathread,"Weekly thread to check in, how's everyone's week been on here?",22,59
312,1167,vortex88595,2025-09-26 14:54:05,extremism,malicious,Propaganda material share,"Starting a funding drive, crypto wallet shared in the pinned members-only post. Only dealing with verified members.",21,40
313,1040,ghost77312,2025-09-30 20:12:09,marketplace_general,malicious,Vendor bond question,"Left feedback for my last order, decent turnaround, packaging was solid.",7,7
314,1202,hex99,2025-10-07 13:01:07,weapons,malicious,"Looking for supplier, serious buyers only","Have a small batch of parts available this month, discreet packaging as always.",17,2
315,1224,raven88,2025-10-07 21:55:01,fraud_carding,malicious,CVV service - daily updates,"Need a reliable cashout method for a specific region, willing to split profit.",17,47
316,1089,ghost_,2025-10-09 14:18:48,drugs,malicious,Stealth packaging question,"Payment through escrow only, will not deal outside the platform's system. First come first served.",18,24
317,1124,specterx,2025-10-10 18:52:14,extremism,malicious,Propaganda material share,"Coordinating a private meetup, details shared only with verified members.",8,45
318,1060,glitchzero,2025-10-12 06:17:16,weapons,malicious,"Looking for supplier, serious buyers only","Have a small batch of parts available this month, discreet packaging as always.",32,-3
319,1111,obscurazero,2025-10-14 23:07:40,hacking_malware,malicious,Custom malware builder for sale,"Renting out infrastructure by the hour or day, contact for current availability. No middlemen, direct contact only.",7,9
320,1119,cipherdark81,2025-10-15 08:25:28,weapons,malicious,"Parts available, discreet shipping","Open to trading, have surplus accessories, looking for specific ammo type.",13,14
321,1127,ravenv2406,2025-10-17 00:35:46,benign_general,benign,Off-topic: what are you reading lately,"Pinned thread on general operational security basics, please read before posting. Prices negotiable for bulk.",3,33
322,1113,cipherprime,2025-10-18 16:44:45,weapons,malicious,Shipping question - customs risk,"Have a small batch of parts available this month, discreet packaging as always.",17,42
323,1213,null9x961,2025-10-19 02:41:04,marketplace_general,malicious,Market downtime - status update,"Left feedback for my last order, decent turnaround, packaging was solid.",43,11
324,1030,kryoroot,2025-10-21 07:12:04,benign_general,benign,OPSEC basics megathread,"Off-topic but what has everyone been reading or watching lately, need suggestions.",41,51
325,1188,specterprime,2025-10-24 19:00:43,fraud_carding,malicious,"Chargeback question, need advice","Custom kit for sale, private deal only, proof available on request to serious buyers. Will update thread as stock changes.",40,34
326,1195,vortex99,2025-10-26 21:56:39,fraud_carding,malicious,"New phishing kit, private sale","Selling fresh cards, high balance guaranteed, replacements offered within 24h. First come first served.",42,26
327,1098,null,2025-10-28 10:36:53,benign_general,benign,Weekly check-in thread,"Reminder from the mods: no doxxing, no personal info, follow the posted rules.",2,24
328,1176,ghost88,2025-10-29 17:30:35,extremism,malicious,Recruitment thread - new members,"Sharing material for the cause, redistribute within trusted circles only.",27,24
329,1149,shadow77,2025-11-01 19:26:35,marketplace_general,malicious,Vendor bond question,"How much is the vendor bond on this market currently, and how long does it last?",12,42
330,1057,fenrir99,2025-11-01 23:42:12,hacking_malware,malicious,Zero-day rumor thread,"Heard rumors of an unpatched issue in a popular product, anyone have more info? No middlemen, direct contact only.",15,34
331,1097,glitch88282,2025-11-03 07:53:46,drugs,malicious,Fresh batch available - restock,Anyone have experience with this vendor's turnaround time? First order feels slow.,18,-3
332,1085,vortex13,2025-11-04 01:05:04,extremism,malicious,Recruitment thread - new members,"Looking to expand our private channel, message if you share the cause and want in.",9,16
333,1013,nullx,2025-11-04 19:14:45,drugs,malicious,Fresh batch available - restock,"Payment through escrow only, will not deal outside the platform's system.",13,59
334,1185,specternight665,2025-11-05 10:13:50,drugs,malicious,Looking for trusted supplier in region,"Discount for bulk repeat buyers, ask for the loyalty menu.",11,31
335,1087,wraith8866,2025-11-07 13:01:58,benign_general,benign,OPSEC basics megathread,"Struggling to get my PGP key set up correctly, any beginner-friendly guides?",3,3
336,1012,ghost13754,2025-11-08 08:15:55,marketplace_general,malicious,Market downtime - status update,"How much is the vendor bond on this market currently, and how long does it last? Prices negotiable for bulk.",3,35
337,1062,onyx9x,2025-11-08 23:50:24,drugs,malicious,"Reliable vendor, EU/US shipping","Restocked over the weekend, usual quality, DM for the menu and pricing list.",30,27
338,1099,static,2025-11-08 23:50:24,benign_general,benign,"How to spot a scammer, general tips","Off-topic but what has everyone been reading or watching lately, need suggestions. Only dealing with verified members.",36,-1
339,1061,ghostv2,2025-11-11 07:26:53,marketplace_general,malicious,New vendor introduction,"Market's been down for hours, anyone else seeing the same outage?",21,17
340,1181,static_,2025-11-13 06:58:37,weapons,malicious,"Trade offer, ammo for parts","Have a small batch of parts available this month, discreet packaging as always.",16,25
341,1058,vortex9x154,2025-11-13 11:28:00,weapons,malicious,Shipping question - customs risk,"Open to trading, have surplus accessories, looking for specific ammo type. Only dealing with verified members.",38,49
342,1031,ravenroot,2025-11-15 09:20:24,hacking_malware,malicious,Botnet rental - hourly / daily,"Heard rumors of an unpatched issue in a popular product, anyone have more info? No middlemen, direct contact only.",9,44
343,1015,wraith13,2025-11-16 08:49:42,drugs,malicious,Fresh batch available - restock,"Discount for bulk repeat buyers, ask for the loyalty menu.",9,50
344,1094,shadowdark,2025-11-16 23:29:21,weapons,malicious,"Parts available, discreet shipping","Open to trading, have surplus accessories, looking for specific ammo type.",37,48
345,1166,wraith77,2025-11-17 03:27:10,fraud_carding,malicious,"Selling verified accounts, bulk discount","Had a chargeback hit my account, anyone know how sellers usually handle it?",35,13
346,1138,drift88,2025-11-17 14:25:06,weapons,malicious,"Looking for supplier, serious buyers only","Have a small batch of parts available this month, discreet packaging as always. First come first served.",34,28
347,1163,rivenzero487,2025-11-23 05:03:03,marketplace_general,malicious,Feedback for recent purchase,"Left feedback for my last order, decent turnaround, packaging was solid.",41,-4
348,1040,riven,2025-11-23 06:24:22,benign_general,benign,Site rules reminder,"Curious what people are using these days for their VPN, looking for recommendations.",20,23
349,1110,kryox,2025-11-26 08:47:35,weapons,malicious,Shipping question - customs risk,"Worried about customs on this route, anyone shipped through here recently?",1,23
350,1081,shadowdark,2025-11-28 08:35:26,drugs,malicious,Stealth packaging question,"Payment through escrow only, will not deal outside the platform's system. Prices negotiable for bulk.",38,8
351,1173,glitch77913,2025-12-01 16:53:13,drugs,malicious,"Reliable vendor, EU/US shipping",Anyone have experience with this vendor's turnaround time? First order feels slow.,9,2
352,1113,hexdark,2025-12-02 01:34:45,extremism,malicious,Meetup coordination - private channel,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",17,60
353,1048,specterprime,2025-12-02 13:57:32,benign_general,benign,OPSEC basics megathread,"Weekly thread to check in, how's everyone's week been on here? Only dealing with verified members.",25,48
354,1021,drift645,2025-12-04 08:17:51,fraud_carding,malicious,Looking for cashout method,"Custom kit for sale, private deal only, proof available on request to serious buyers.",12,44
355,1120,cipherdark730,2025-12-05 02:34:49,drugs,malicious,Fresh batch available - restock,"Looking for a mid-size supplier for my region, must have prior positive feedback.",40,4
356,1176,staticdark,2025-12-05 21:12:43,extremism,malicious,Propaganda material share,"Discussion thread on the recent manifesto circulating, thoughts welcome from members.",22,45
357,1226,kryo99,2025-12-05 23:11:33,weapons,malicious,Shipping question - customs risk,"Looking for a new supplier after my last contact went dark, vouches required.",22,1
358,1050,spectercore,2025-12-07 07:04:56,extremism,malicious,Manifesto discussion,"Looking to expand our private channel, message if you share the cause and want in. No middlemen, direct contact only.",28,36
359,1224,wraithx,2025-12-07 22:00:29,extremism,malicious,Meetup coordination - private channel,"Looking to expand our private channel, message if you share the cause and want in.",30,5
360,1169,shadow9x,2025-12-09 04:14:20,marketplace_general,malicious,New vendor introduction,"New here, been vending elsewhere for a year, moving over with existing vouches.",37,46
361,1074,raven99,2025-12-10 07:20:11,hacking_malware,malicious,"RDP access, various countries","Have access to a number of compromised boxes, selling per-host, DM with your use case. No middlemen, direct contact only.",22,1
362,1005,specterprime920,2025-12-10 10:51:22,fraud_carding,malicious,CVV service - daily updates,"Had a chargeback hit my account, anyone know how sellers usually handle it?",25,41
